text,label
set my alarm for 6am every Tuesday ,alarm
Temperature for Beijing tomorrow morning Fahrenheit,weather
set alarm for 6:30 AM every weekday,alarm
Can i expect a moderate weather?,weather
Clear all reminders for this weekend,reminder
set alarm for 7 am,alarm
Remind me to watch my tv show tonight,reminder
set an alarm every 5 minutes for 30 minutes,alarm
what is the temperature right now?,weather
remind me to get my pants tailored,reminder
Please remind me to get cat food while I'm out,reminder
cancel grocery store reminder,reminder
Will I see the sun today,weather
When is the storm expected to reach me?,weather
is it going to be cloudy tomorrow,weather
set an alarm every 3 hours,alarm
Sound alarm for 45 seconds,alarm
Set reminder to put the roast in the oven,reminder
set a recurring alarm for 7 am please,alarm
How hot will it be tomorrow?,weather
Snooze all alarms.,alarm
What time does the sun come up tomorrow,weather
Is it windy today?,weather
Is is supposed to rain on the 24th?,weather
remind me of when I need to leave for my flight on Friday,reminder
what is the weather like tomorrow,weather
Set an alarm every ten minutes ,alarm
What are the chances of sun?,weather
Show my Reminders every 30 minutes until I swipe them as done,reminder
set alarm 5pm,alarm
What are the chances of rain for this week?,weather
set alarm every 2 minutes for 10 minutes,alarm
please show me all alarms,alarm
Remind me to buy tampons,reminder
delete alarm for 8:55 PM tonight,alarm
Is it going to be sunny next week?,weather
Place a reminder to finish writing my paper.,reminder
How much rain is expected today?,weather
What is the high for tomorrow in Las Vegas?,weather
Bring up list of all alarms,alarm
what is the weather like in Africa?,weather
how many days this month have been over 90 degrees,weather
add a reminder to schedule dentist appointment,reminder
Will it rain,weather
change my 5am alarm to 6am please,alarm
change my 7oclock alarm to six thirty,alarm
delete all reminders,reminder
Will it be above 93 in Fahrenheit around Dehli tomorrow,weather
My alarms,alarm
Whats the weather for NYC today?,weather
set alarm for 6am everyday of the week,alarm
What is the weather like today?,weather
Remind me to get my car washed tonight,reminder
Weather please.,weather
How hot is it in Manila tomorrow in fahrenheit,weather
remind me to set a timer,reminder
is it going to rain tonight,weather
set an alarm for every minute from 9:30 to 10,alarm
how long will this storm last ,weather
Is it shorts or pants weather in Philadelphia right now? ,weather
create an alarm at noon,alarm
When does the sun set today?,weather
what is the weather like this weekend?,weather
Will is snow the rest of this week,weather
Is there a cold front coming,weather
How hot is it supposed to get today?,weather
Set an alarm for tomorrow at 7am ,alarm
set alarm for 6 p.m. tonight,alarm
What is the forecast for Aug. 15?,weather
Set Alarm for Monday morning for 5 am,alarm
dismiss all alarms,alarm
Cancel alarm 2.,alarm
should I bring gloves,weather
remind me about doctors appointment on monday,reminder
How many inches of snow are we talking about,weather
cancel retirement party reminder,reminder
how long will the rain last,weather
Remind me to buy a birthday gift for Shannon.,reminder
is it raining in south carolina,weather
Is it below 70 in F near Sao Paulo today,weather
What is the expected humidity level today?,weather
remind me of my doctors appointment at 9am,reminder
temperature in san diego,weather
Tell me the weather in Oklahoma and Alabama right now,weather
what are the temperatures tomorrow and the next day in New York city,weather
Is rain expected at the shore this weekend?,weather
Is there snow in the forecast for today?,weather
What is the forecast for next week?,weather
Are there any hurricanes near me?,weather
what is the humidity,weather
How hard is the wind blowing?,weather
set alarm for 420am,alarm
Is it supposed to snow today? ,weather
is it going to be humid today,weather
Do I need my rain boots?,weather
Should I bring a coat,weather
remind me to get eggs tomorrow,reminder
activate all my alarms,alarm
What's the highest temperature today?,weather
Remind me to pick-up my dry cleaning tomorrow at 5,reminder
Cancel the last alarm I set,alarm
set an alarm for tonight at 7 please,alarm
How cold does it get in Iceland?,weather
remind me to take out trash tonight at 6,reminder
Please tell me which days will be sunny.,weather
remind me to set out trash tonight at 8,reminder
Change all alarms to only go off Mon-Fri,alarm
Please remind me Friday morning to refill my prescription,reminder
show my reminder,reminder
Please turn alarm off on weekends.,alarm
change the alarm to 7am,alarm
Name alarm weekend alarm.,alarm
set alarm every 5 minutes,alarm
is it suppose to be cold in duck hill on thanksgiving,weather
Is it snowing in Chicago?,weather
Stormy in Pensacola?,weather
Will it rain in New Jersey today?,weather
set alarm for 12 midnight fridays for me,alarm
Set an alarm to remind me about my parents dinner,alarm
is it going to snow in ohio this weekend,weather
What is the high temperature today,weather
Current temperature,weather
Set an alarm for tomorrow morning at 4:30,alarm
show me my reminders,reminder
what's the humidity right now?,weather
Set a daily alarm for 7:00 am.,alarm
Should I bring a sweater?,weather
Remind me about dentist appointment,reminder
"Remind me to buy milk, eggs, and bread at the store tonight",reminder
How strong is the wind going to be?,weather
How hot will it be?,weather
Snooze my alarm for 15 minutes.,alarm
What is the current temperature in LA?,weather
Show my alarms,alarm
What's the weather forecast for week 27,weather
reminder karate at 5:15 on Thurs,reminder
Is there going to be any rain this week?,weather
Delete my morning alarms.,alarm
Remind me to call Jim,reminder
Is there snow in the forecast today?,weather
will it be chilly tonight,weather
can you remind me to mail my sisters card tomorrow,reminder
What's the high for the week,weather
Remind me to check the kiln in 5 hours,reminder
Cancel my 3:00am alarm,alarm
Turn off all alarms.,alarm
Set a repeating alarm for every Friday at 1pm.,alarm
i need half moon bay's weather report for Monday,weather
Is it raining currently in Seattle?,weather
remind me to cancel the netflix free trial in 20 days,reminder
What is the current temperature in Perth? ,weather
Is it going to be sunny today?,weather
Remind me to thaw the turkey in the fridge at 9 pm,reminder
weather report for half moon bay tomorrow,weather
"What is the weather like in St. Louis, MO? ",weather
"Current temp in Buffalo, NY.",weather
Set alarm for 7am every day.,alarm
Turn 30 mins snooze on the alarm for 9:15 am tomorrow,alarm
Is it safe to go outside in this heat,weather
Show me my reminders for this month,reminder
will it be humid today,weather
will it be sunny today?,weather
Will it be below 41 in F in Manila next week,weather
How cold it is today?,weather
Set an alarm for my mattress delivery ,alarm
whats the temperature in galveston today,weather
What's the weather going to be like on the ocean?,weather
What is the temperature in Clarkson today,weather
Should I bring a jacket,weather
go grocery shopping at 9pm remind me,reminder
What's the chance of rain today?,weather
cancel the alarm,alarm
What is the low today?,weather
CANCEL ALL ALARMS FOR THE WEEKEND.,alarm
What will the weather be like Saturday?,weather
Show my reminders.,reminder
Should I bring a coat?,weather
What's the weather Anaheim Hills,weather
Remind me to start running every 2 minutes,reminder
Should I be expecting rain today?,weather
Modify alarm time,alarm
I need a new alarm for 8:30 am,alarm
Set an alarm for 9 am Friday morning,alarm
How hot is it in Tokyo tomorrow morning in degree Celsius,weather
Remind me to fill up the car tomorrow morning before leaving,reminder
will it rain tomorrow in tucson,weather
hey whats the weather in yosemite,weather
will there be chances of flooding ?,weather
Set the alarm for 24 hours from now,alarm
Will it get below freezing tonight?,weather
Turn on alarm,alarm
Set an alarm for next friday.,alarm
Set the alarm for 20 minutes from now,alarm
what is the temperature right now,weather
Cancel my reminders about my dentist appointment,reminder
What's the Miami FL forecast next week ,weather
delete last alarm,alarm
Turn on alarm in two hour,alarm
Remind me to order gravel delivery,reminder
Set my alarm for me to remember to feed my sons goldfish. ,alarm
how much humid is today,weather
will it be dry and sunny the next few days,weather
Is it going to be around 53 in degrees Celsius for Dublin this weekend,weather
will the temperatures be very hot this summer?,weather
Show me my alarms for this week.,alarm
Set an alarm for every 20 minutes for the next 60 minutes.,alarm
Remove reminders from my calendar.,reminder
remind of doctors appointment tuesday at 12 pm,reminder
How cold is it tonight around Paris degree Celcius,weather
How is the weather today?,weather
remind me to pick up coffee at target tonight,reminder
is there going to be a tornado,weather
"How many inches of snow should I expect in Westhampton, MA today?",weather
What's the temperature downtown,weather
Remind me to activate my credit card,reminder
what time are all my alarms set fot,alarm
what's next week forecast?,weather
Should I wear a sweater?,weather
Should I dress warm or cold?,weather
How cold is it next week at Shanghai in degrees celcius,weather
Is it going to rain tonight,weather
give me the highs and lows for the week,weather
what is the 7 day forecast for Carmona Sevilla Spain?,weather
is it raining by work?,weather
is it going to rain next thursday? ,weather
please set the reminders for next month,reminder
Remind me multiple times tomorrow morning to buy coffee for the office,reminder
"cancel all my alarms, please",alarm
What are the chances of rain this Saturday,weather
How much time do I have left on my alarm?,alarm
Is it hot enough to go to the beach?,weather
show me all alarms that are set for the upcoming month,alarm
cancel all alarms,alarm
show all reminders,reminder
Show my reminders,reminder
Set an alarm for weekdays at 6:00 am,alarm
What is the feel like temperature going to be?,weather
Set a reminder to take out the trash at 10 pm,reminder
Will it rain all week?,weather
cancel all my alarms for this week,alarm
Is this heat ever going to end?,weather
is it raining in columbia,weather
Should I bring my umbrella?,weather
will it snow in chicago today,weather
Show me the extended forecast please,weather
remind me to take my medicines,reminder
set daily reminder to take medicine,reminder
cancel all reminders,reminder
any chance of rain today,weather
what time is my alarm this evening,alarm
cancel all of my alarms,alarm
remind me to call gina at 7 pm tomorrow,reminder
What time is sunset tomorrow?,weather
erase my alarm,alarm
What will the low be Friday night,weather
What will the weather be tonight at 8 pm?,weather
what is todays low,weather
what time is sunrise tomorrow,weather
Set alarm for 7 tomorrow morning,alarm
Set an alarm for 5:30 tomorrow morning so I can wake up,alarm
What time is my alarm set for tomorrow,alarm
How hot is it outside,weather
"Cancel 7am alarm for Saturday only, keep active for Sunday",alarm
Set alarm for 5:15 am,alarm
What's the forecast for the upcoming week?,weather
What will the weather be like in Indianapolis 3 hours from now?,weather
Should I bring shorts,weather
Set an alarm for 9 AM Saturday,alarm
Set Wednesday's alarm for 6 AM instead of 7,alarm
remind me to pick up face wash,reminder
Will it be cold tonight?,weather
Temperature next week around Shanghai C,weather
delete alarm for tomorrow,alarm
Set an alarm for every five minutes for the next thirty minutes,alarm
set alarm for 7 am june 28th only,alarm
What time did I set the alarm for tomorrow morning?,alarm
set an alarm for 730,alarm
Is it cloudy in downtown Portland?,weather
When will the rain stop?,weather
What will the weather be like in Charlotte next week?,weather
Set alarm for 4:00 AM Monday.,alarm
I don't want to forget to assign family tasks,reminder
Will today's tornado warning continue until tomorrow?,weather
Is it snowing this weekend? ,weather
Set alarm for 6 Am daily,alarm
What is the forecast for my wedding day?,weather
When will it snow,weather
When will it clear up?,weather
Delete all alarms,alarm
snooze alarm for 5 more minutes,alarm
what is the humidity level today,weather
will it get below freezing tonight,weather
Set up a reminder for my anniversary,reminder
Is it going to rain at all this week?,weather
Schedule a reminder for tomorrow to get gas,reminder
Should like be bring my umbrella with me?,weather
Set alarm for 4:30 am Tuesday.,alarm
set alarm to go off in 30 minutes,alarm
set alarm for 8 pm every day for 10 days,alarm
Silence all reminders for 24 hours,reminder
Give me today's forecast,weather
snooze alarm,alarm
show me my reminders,reminder
Set an alarm for 5am tomorrow,alarm
 Tell me the 5 day forecast,weather
is wednesday to be rainy?,weather
cancel off of my alarms,alarm
What time does the sun set tomorrow,weather
Set a reminder for next saturday at 3 pm,reminder
turn off my alarm,alarm
What is the overnight temperature going to be?,weather
What are the rain chances for tomorrow?,weather
Is there rain in the forecast this week?,weather
set alarm for every half hour,alarm
Cancel all alarms tomorrow.,alarm
when will the alarm go off,alarm
What's the forecast this week?,weather
Show all reminders,reminder
Set a reminder to call the doctor tomorrow at 9am,reminder
what is the weather in san diego for today?,weather
Set alarm every minute for 10 minutes.,alarm
Is it cold out?,weather
Will it be below 88 degree Fahrenheit near Sao Paulo tonight,weather
How should I dress today,weather
What are today's reminders?,reminder
What time is my next alarm set,alarm
Remove Thursday alarm,alarm
remind me to call mom every day,reminder
stop reminding me,reminder
how cold will it be,weather
what is todays weather forcast,weather
I don't want to forget to clean the bathroom,reminder
do i need to wear a jacket today,weather
What time is my alarm tomorrow morning?,alarm
What is the weather like in New York ,weather
should i bring a jacket,weather
Find my alarms now,alarm
cancel my alarms on my birthday,alarm
Set alarms for every Tuesday and Thursday at 8am,alarm
Turn off all alarms.,alarm
Is it going to snow today?,weather
SET MY ALARM FOR 9:00AM SO I CAN MAKE IT TO WORK ON TIME,alarm
set alarm for 8pm tonight,alarm
whats the temperature at 7 pm,weather
Is it shorts weather today?,weather
How cold is it right now,weather
What is the current temperate in Ft Smith AR.,weather
are we expecting flooding today,weather
is it going to snow today?,weather
Snooze the alarm,alarm
please set the alarm for 5 am tomorrow,alarm
Set alarm for 8 am tomorrow.,alarm
Where does it snow in Hawaii?,weather
Weather tomorrow in half moon bay,weather
Temperature tonight for Beijing celsius,weather
What is the forecast for the rest of the week?,weather
What time does the sun set,weather
Are there tornadoes in Oklahoma right now?,weather
turn off all reminders for today,reminder
I don't want to forget to clean the bathroom,reminder
Is it going to storm today?,weather
turn off alarm,alarm
List alarms.,alarm
remind me to cook dinner at 6pm,reminder
Bring up the heat index for tomorrow,weather
Whats the temperature?,weather
Should I grab an umbrella today?,weather
Should I wear a jacket today?,weather
Temperature mumbai tonight fahrenheit,weather
Create an alarm for tomorrow at 5 am.,alarm
remind me to buy toothpaste when I get to target.,reminder
Is it going to snow later?,weather
What's today's lowest temperature ,weather
will it snow on saturday,weather
Place Madisons dance recital onto my reminders,reminder
cancel my reminder to buy bread at the grocery store,reminder
Is it supposed to rain a lot next week?,weather
when will the alarm go off,alarm
Change my alarm to 6 am from 7 am,alarm
set an alarm for nine tomorrow night,alarm
set an alarm for 6am tomorrow,alarm
whats the weather going to be like next saturday,weather
Cancel the recurring reminder for vitamins,reminder
what is the humidity today,weather
I don't want to forget to pack my laptop,reminder
can you give me the weather?,weather
I don't want to forget to pay the bills,reminder
Will we have hail,weather
Set a reminder for Birthday party sunday at 4pm,reminder
Make an alarm for 5 PM Saturday,alarm
Set a recurring alarm for Mondays and Fridays at 8 am,alarm
Will it snow tomorrow? ,weather
whats the chance of rain today at 4 pm,weather
is it going to rain this weekend,weather
Remind me to go grocery shopping,reminder
Reset my alarms,alarm
Show all alarms for the week,alarm
How many inches of snow is expected for tonight?,weather
Set an alarm for 50 minutes,alarm
remind me to get gas tonight,reminder
is there thunder,weather
Remind me to buy ice tomorrow morning.,reminder
Show my reminder for today,reminder
Are there any hurricanes in the Gulf of Mexico,weather
delete all alarms so we can start over,alarm
cancel all my existing alarms,alarm
Is there supposed to be flooding later today?,weather
 set alarm every minute for 10 minutes,alarm
Forecast for the next 5 days,weather
Cancel my last reminder,reminder
Please cancel all reminders for today,reminder
Cancel reminder to pick up Anna at the airport,reminder
Set my alarm for 5pm to cook dinner today,alarm
Set a reminder to pick up prescriptions at Rite Aid for Saturday morning.,reminder
Do I need an umbrella today?,weather
Show me my reminders for today.,reminder
Is there any fog in the forecast in the morning,weather
new alarm for sunday at 10 am,alarm
Please set my alarm for 4:15 a.m.,alarm
remind me about the meteor shower on Aug 12,reminder
Set alarm for 5 am tomorrow,alarm
Cancel all alarms,alarm
Delete all alarms,alarm
Weather channel forecast.,weather
What are my reminders?,reminder
What is the five day forecast?,weather
Remind me to buy a birthday card,reminder
Delete all reminders for today,reminder
make a reminder alarm for next week on the 8th at 9pm for movie night,reminder
I would like to create a reminder,reminder
I wonder how cold it is going to be tonight,weather
Is it going to rain in Plano tomorrow?,weather
Should I wear sun screen tomorrow?,weather
how much rain did we receive last night,weather
show me my weekend alarms,alarm
I want to be reminded to finish my report,reminder
What time is it supposed to rain this evening?,weather
How much time until 7 am alarm?,alarm
Tuesday weather forecast for half moon bay,weather
What's today's low temperature?,weather
Do I need to wear long sleeves?,weather
what percentage of rain is it today,weather
should i carry an umbrella today,weather
Set alarm every 3 hours,alarm
Add an alarm for Mondays at 4pm,alarm
What is the weather right now? ,weather
set alarm for 5am,alarm
Reminder to go grocery shopping,reminder
Set alarm every minute for 1 hour.,alarm
Is there a thunder storm warning for tonight?,weather
Cancel alarm number 1,alarm
repeat the alarm,alarm
Set alarm for 15 minutes,alarm
Will it be below 92 in degree F near Paris tomorrow,weather
Should I wear shorts,weather
What is the temperature in New York City ,weather
remind me on sunday night to book airline tickets,reminder
how high will the temp go today,weather
Remind me about my lunch date Thursday at 1 pm,reminder
"hi bot, tell me the weather for today",weather
Remind me in 10 minutes,reminder
Is it cold in Niagara Falls,weather
is thursday to be sunny,weather
"Cancel my reminder ""Duty free shop for Kenzo"" set for O'hare Airport",reminder
set alarm for mid day tomorrow,alarm
What will the weather be in Las Vegas,weather
Delete all alarms.,alarm
What time is my alarm set for tomorrow morning?,alarm
cancel all alarms,alarm
Is it supposed to be windy in Chicago today?,weather
what is the temperature outside,weather
cancel alarm for tomorrow,alarm
show all reminders for today,reminder
remind me to take out the garbage at 8 am tomorrow morning,reminder
Set a reminder for Tuesday and Thursday for trash,reminder
set an alarm for every 30 seconds for 5 minutes,alarm
Whats the rain forecast for sunday,weather
set alarm for every 15 minutes,alarm
Whats next week weather forecast ,weather
how much time is left on my alarm for 7:30?,alarm
cancel all alarms,alarm
Delete all of my reminders for tomorrow.,reminder
delete all my alarms please,alarm
Set alarm for 2 minutes with a 30 second pause,alarm
when will the storm stop,weather
I want to be reminded to finish my report,reminder
How many inches of rain should we expect for the next couple days?,weather
Please tell me the forecast for this week.,weather
show my reminders,reminder
is there a storm coming ,weather
clean all reminders,reminder
Tell me what the weather will be like next weekend in Austin,weather
Turn off my alarm.,alarm
Change my 5 am alarm to Sunday's only,alarm
give me your most recent weather report for half moon bay,weather
Give me this week's forecast.,weather
what will the weather be like on thursday,weather
Remind me to watch Twin Peaks at 7.,reminder
when is the sun setting tonight,weather
Remove my payday reminders for last month,reminder
when will it snow,weather
Remind me to pick up batteries tonight,reminder
is it going to be windy today,weather
What is the lowest temperature it will be tonight?,weather
weather alerts,weather
Give my alarms,alarm
Is it going to snow in Seattle?,weather
is it hot today?,weather
Remind me to get laundry detergent at the store.,reminder
reschedule my alarm to 6:00 am,alarm
will it snow next week,weather
what time is sunset,weather
What can I expect from the weather today? ,weather
How high is the temperature today? ,weather
Show all my reminders.,reminder
what is the heat index for this week?,weather
give me the weather in half moon bay tomorrow,weather
How many inches of snow should I expect?,weather
Is it supposed to rain tomorrow?,weather
How much snow are we going to get this weekend,weather
Should I expect rain today?,weather
Remind me to pay electric monday,reminder
Should I grab an umbrella,weather
delete the alarm,alarm
Delete saved alarms,alarm
remind me to call the doctor,reminder
What is the temperature,weather
Cancel only my afternoon reminder.,reminder
Will it hail today?,weather
set alarm for 30 minutes,alarm
When is the next alarm,alarm
How warm is it outside tomorrow morning in degrees celsius,weather
Cancel all reminders for this week,reminder
Remind me tonight at 7 is the new walking dead,reminder
what's the weather going to be like in kauai for our trip,weather
Set the alarm for 7am.,alarm
Set alarm to remind me to place gravel order,alarm
what's the forecast today,weather
Is it around 51 in degree Celsius near Dublin next week,weather
i need to set my alarm for 7 am in the morning,alarm
what is the weather in florida,weather
Is it going to rain today?,weather
Will it be windy today?,weather
What is my next upcoming reminder?,reminder
will it rain on my way home?,weather
Remind me to pick up tickets to my concert tonight at 5pm,reminder
Is it going to snow?,weather
Remind me to watch Game of Thrones every Sunday morning and night,reminder
remind me to do homework tonight,reminder
is there a tornado nearby?,weather
Will it rain all day tomorrow in New York?,weather
What is the high for today?,weather
how many alarms do I have set?,alarm
Please set alarm for 6 am today,alarm
Remind me to buy some strawberries at the store,reminder
Remind me to call Mom in 2 hours,reminder
is there a chance for flood next week,weather
make this alarm repeat daily,alarm
Remind me to buy my mom a gift tomorrow.,reminder
Temperature next week near San Francisco F,weather
Delete the reminder to wash the dogs today.,reminder
set alarm for nightlies meeting,alarm
What is the high temperature going to be tomorrow,weather
Show all alarms at midnight,alarm
Show all my reminders for tomorrow,reminder
Is there going to be rain in the next 10 days?,weather
How cold is it next week in Boston degree F,weather
Should I bring a rain coat?,weather
Does today's weather call for a jacket?,weather
Bring umbrella today or no?,weather
Cancel my second flight reminder.,reminder
How much time is left until my alarm ends?,alarm
Set alarm for 10pm tomorrow.,alarm
Clear all my reminders,reminder
set my alarm for 7am,alarm
is tomorrow to be sunny,weather
will the temperature reach above 70 degrees today,weather
Whats the temperature in Punta Cana today?,weather
remind me to buy cheese when I'm at the store,reminder
what areas are the flood warning for CT,weather
Remind me to Call Chet on my drive into work,reminder
Do I need rain boots today?,weather
What's the high temperature today?,weather
set alarm for november,alarm
what is the temperature in london right now,weather
Snooze for ten minutes,alarm
delete all the alarms set for april,alarm
what will the temperature in phoenix be tomorrow,weather
set alarm every Saturday at 6 am,alarm
show all alarms for the coming week,alarm
is it going to be windy,weather
delete my alarms please,alarm
What is the 3 day forecast?,weather
I need to know the weather for next Friday? ,weather
Is it going to be around 50 in F near London tomorrow,weather
How cold will it get today?,weather
Would you please provide details for today's weather?,weather
Remind me to buy cat food tomorrow,reminder
Show all reminders,reminder
Georgia Weather,weather
Is it going to rain tomorrow?,weather
Stop alarm,alarm
set a new alarm for next saturday only to get me up at 6:30 am,alarm
Change my alarm from 4 to 4:30.,alarm
Is it rainy on Wednesday,weather
cancel my reminder to buy bread at the bakery,reminder
remind me to go to bed early,reminder
set alarm for evening work out at 9,alarm
Cancel all my reminders,reminder
Remind me to pick up bread later,reminder
remind me of my car service this weekend,reminder
what is the high temperature,weather
what is todays average temperature ,weather
how many alarms do i have set,alarm
Cancel my alarms for this weekend.,alarm
What is the current weather in Florida?,weather
Is it cold outside?,weather
remind to get up at 7am,reminder
remind me at 5pm tomorrow,reminder
how much time is left on alarm,alarm
set alarm for 7 am,alarm
Temperature for Houston tonight F,weather
snooze my alarm,alarm
"Reset my alarm for tomorrow, 6 AM",alarm
what is the weather today?,weather
Is there a flood warning,weather
Remind my to go lift in an hour,reminder
Can I ride with the convertible top down tomorrow? What is the forecast?,weather
what is the temperature going to be Friday,weather
Remind me to change my alarm from 7 am to 6 am for next Monday,reminder
Is it sunny outside?,weather
what's the forecast for today,weather
set alarm for 5:45am,alarm
Alarm in one hour,alarm
whats the temp tonight,weather
remind me to cancel my doctors appointment before monday,reminder
Set alarm for 5am.,alarm
Set alarm for 6 tomorrow morning,alarm
add alarm for 8:55 PM tonight,alarm
stop all reminders and alarms,reminder
Dr appt at 10 remind me,reminder
i want to be reminded to finish reviewing candidates,reminder
remind me to pick the child up at 9,reminder
set alarm in 15 minutes ,alarm
Is it around 64 in degrees celcius dublin tomorrow morning,weather
Any hurricanes out in the Gulf of Mexico?,weather
Remind me to pay bills on the 22nd,reminder
Cancel all alarms for tomorrow morning,alarm
Set alarm for 6 am every day,alarm
No alarm needed today,alarm
What will be the temperature?,weather
Tell me what the high is going to be today.,weather
What is the weather for next Friday in Idaho Falls,weather
Remind me that I'm fishing with dad on Saturday,reminder
should I pack an umbrella,weather
should I bring a rain coat tomorrow?,weather
Turn alarms off.,alarm
Set reminder for August 29th for dentist appointment,reminder
What is the snow forecast for this week,weather
whats the weekend forecast,weather
Set alarm for 5 hours from now,alarm
reminder keys phone wallet 8am,reminder
remind me to pick up my RX on the way home,reminder
what is the 10 day forecast?,weather
did it snow last night,weather
Are storms moving in,weather
Temperature next week around Paris C,weather
Do you think it will rain today?,weather
When will it rain this week?,weather
Temperature at Manila celcius,weather
Cancel reminds for today.,reminder
show me the temperature for tomorrow,weather
is it going to rain this weekend?,weather
Will it be hot in Oregon today?,weather
does texas have any tornado warnings?,weather
set alarm for twenty min from now,alarm
What is the hottest day this week?,weather
remind me to pick up john,reminder
remind me to leave for the volleyball game at 3 pm,reminder
Set a repeated reminder to go to bed,reminder
set an alarm for 830,alarm
Cancel my alarms for tonight,alarm
Remove all reminders,reminder
what is the temperature today?,weather
Should we expect hail in this storm?,weather
How much longer left on my 1PM alarm,alarm
set alarm for 2 hours from now,alarm
time remaining for alarm,alarm
set my alarm for 7am on weekdays,alarm
Set an alarm for all weekday mornings at 6:30am,alarm
Set my alarm for six a.m. every weekday morning.,alarm
How cold is Maine right now,weather
is it going to snow tonight?,weather
Are there any tornadoes in the forecast for Oklahoma this week?,weather
Remind me to take a nap before class,reminder
cancel all alarms scheduled for thursday,alarm
My alarms now please,alarm
Remind me tomorrow to take out the trash,reminder
Will I need a rainjacket ?,weather
Temperature in San Francisco Celsius,weather
remind me to pay my car payment,reminder
How many inches did it rain last night,weather
Remind me to call Janet on Thursday,reminder
Set alarm for 12pm,alarm
How hot will heat index be tomorrow,weather
Temperature today C,weather
Remind me to set the table at 6 pm.,reminder
what is the most recent alarm?,alarm
Remind me of the work deadline for the project a week before it is due,reminder
What is the weather in Chicago?,weather
Set alarm for 5:30 tomorrow morning,alarm
Put a reminder to give baby shower at 6 pm,reminder
let's create an alarm,alarm
Remind me to buy eggs tomorrow.,reminder
What are the chances of snow today? ,weather
what is the weather in clearwater,weather
Show me the reminder for the house tour,reminder
Snow precipitation this week,weather
show church alarm,alarm
please show all alarms,alarm
delete my alarm for 3 Pm,alarm
delete reminder to pick up milk,reminder
When does the sunrise tomorrow?,weather
Is it going to be below 64 in degree celsius madrid next week,weather
I need a pretty alarm to get me to leave the house by 6:50 am,alarm
Set a reminder for my meeting tomorrow at 5 p.m. with,reminder
Set alarm for 9 AM,alarm
What is the 10 day forecast?,weather
What is the low temperature for the day,weather
Do I have any reminders?,reminder
Cancel the reminder for my English paper due tomorrow,reminder
Remind me tomorrow to call Andrea,reminder
Please set an alarm for 10 am,alarm
What are my reminders for the week,reminder
set an alarm for July 28th at 130 am,alarm
When will it rain again?,weather
Program alarm for 8:15pm,alarm
What time did the sun rise 3 years ago today,weather
Delete alarms today,alarm
What is the weather next week in Santorini?,weather
Set an alarm for 4:30 today,alarm
What will the weather be like tomorrow?,weather
i want to be reminded to set family tasks,reminder
Delete all alarms,alarm
What is the temperature going to be in South Africa today?,weather
show my reminders for today,reminder
"I'm travelling to London, will I need an umbrella?",weather
Cancel my reminder.,reminder
how much time until the next alarm,alarm
Weather updates for Los Angeles please.,weather
What is the heat index in Phoenix?,weather
